Job Title,Company,Location,Link
Stanowisko ds. kadrowo-płacowych,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-kadrowo-p%C5%82acowych-at-zus-3803324712?refId=UIcn0zndKcmUmQv1L9ZlsA%3D%3D&trackingId=nDt6Fz8AIX12Begaxmd8DA%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
Firstcry.com - Buyer - External Brand,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-buyer-external-brand-at-firstcry-com-brainbees-solutions-pvt-ltd-3805348544?refId=UIcn0zndKcmUmQv1L9ZlsA%3D%3D&trackingId=46Nw6yksw%2FPoURgXu7eNWA%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card
Stanowisko ds. ustalania świadczeń międzynarodowych i korespondencji (wyniki naboru),ZUS,"Bankura, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-ustalania-%C5%9Bwiadcze%C5%84-mi%C4%99dzynarodowych-i-korespondencji-wyniki-naboru-at-zus-3802723644?refId=UIcn0zndKcmUmQv1L9ZlsA%3D%3D&trackingId=nA0aHRy4y8JTP6%2BSTrdXmg%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card
Firstcry.com - Store Manager - Sales,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Coimbatore North, Tamil Nadu, India",https://in.linkedin.com/jobs/view/firstcry-com-store-manager-sales-at-firstcry-com-brainbees-solutions-pvt-ltd-3805350449?refId=UIcn0zndKcmUmQv1L9ZlsA%3D%3D&trackingId=05aO%2FmgWe%2F88ZRsEYi0%2FJA%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card
Assistant Manager - Marketplace,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/assistant-manager-marketplace-at-firstcry-com-brainbees-solutions-pvt-ltd-3806594632?refId=UIcn0zndKcmUmQv1L9ZlsA%3D%3D&trackingId=lg4OgF3WxahUy5c5k29%2FKQ%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
Executive Sales Manager,Aditya Birla Capital,"Chirala, Andhra Pradesh, India",https://in.linkedin.com/jobs/view/executive-sales-manager-at-aditya-birla-capital-3803353706?refId=UIcn0zndKcmUmQv1L9ZlsA%3D%3D&trackingId=%2BZd20o3oB1kkP82gQf7IhA%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
Nxtwave - Senior Associate - Student Engagement,NxtWave,"Sambhal, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/nxtwave-senior-associate-student-engagement-at-nxtwave-3805353444?refId=UIcn0zndKcmUmQv1L9ZlsA%3D%3D&trackingId=2OApx6qNdW9zpoWfJ%2F8pLQ%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card
FirstCry.com - Executive - Retail Sales/Customer Service,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Sholinganallur, Tamil Nadu, India",https://in.linkedin.com/jobs/view/firstcry-com-executive-retail-sales-customer-service-at-firstcry-com-brainbees-solutions-pvt-ltd-3805352568?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=56j1ropIThVS8tOHo8uYOg%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. realizacji procesów świadczeniowych w systemach informatycznych (wyniki naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-realizacji-proces%C3%B3w-%C5%9Bwiadczeniowych-w-systemach-informatycznych-wyniki-naboru-at-zus-3803319904?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=xiVBWksxkmp5hN%2BNY5XKgA%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card
Nxtwave - Associate - Business Development - Sales,NxtWave,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/nxtwave-associate-business-development-sales-at-nxtwave-3805351608?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=SpUzHvCEJDBXHpDdy1Kbqw%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3803381428?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=DfBCuFYj%2BBQ9XzTG5gEQnw%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3803380215?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=1lnnmqEMLCoaCl6gkJ5jPQ%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3803379286?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=gXp14kYf0EbG9I2w4gqB0Q%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3803337002?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=RKrH5jOURg0GX3%2B4ZqDcjQ%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3803321849?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=r39SDyA17uQYJPE7ninIag%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3802712980?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=JQRAonbdZFQ2A0MLHHrc5w%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3802708383?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=9hxhLWG0kTGxoA0yLlbMtg%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
Nxtwave - Senior Associate - Student Engagement - South,NxtWave,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/nxtwave-senior-associate-student-engagement-south-at-nxtwave-3805355135?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=VOUV%2BavXZlmqFHsu%2FuqpIg%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3806701799?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=G%2BtnSZjrkAZWlinEC1VnKg%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
Human Resources Manager,The Indian Hotels Company Limited (IHCL),"Patna, Bihar, India",https://in.linkedin.com/jobs/view/human-resources-manager-at-the-indian-hotels-company-limited-ihcl-3802053690?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=fqHGX4Vl0eBJijp9cwD9sw%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. ustalania świadczeń międzynarodowych i korespondencji - Grudziądz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-ustalania-%C5%9Bwiadcze%C5%84-mi%C4%99dzynarodowych-i-korespondencji-grudzi%C4%85dz-at-zus-3806716339?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=HWHt%2BQb1gchbb6faVZ1hCg%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. realizacji procesów świadczeniowych w systemach informatycznych (zastępstwo) - wynik naboru,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-realizacji-proces%C3%B3w-%C5%9Bwiadczeniowych-w-systemach-informatycznych-zast%C4%99pstwo-wynik-naboru-at-zus-3803598585?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=pLwope4QEyV1f%2Bg0pDPRjw%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
Firstcry.com - Intern - Merchandising,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-intern-merchandising-at-firstcry-com-brainbees-solutions-pvt-ltd-3805355047?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=z0XQhjsXD01h4G1UFtIR%2BA%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz -(wynik naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-wynik-naboru-at-zus-3803325466?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=RUaoVdZbMB5ajs8ZNCjXlA%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card
Firstcry.com - Content/Catalog Executive,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-content-catalog-executive-at-firstcry-com-brainbees-solutions-pvt-ltd-3805351456?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=0tDsuAPXtITJFrZZr%2FrSLw%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. orzecznictwa_Olsztyn,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-orzecznictwa-olsztyn-at-zus-3803377251?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=lkiBKPD%2BYp9qz%2F5nOQqw4A%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card
Retail Sales Officer,Asian Paints,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/retail-sales-officer-at-asian-paints-3801873381?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=KhVKh3IhB6su1DSNCtVo2A%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card
Buyer - Home brands,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/buyer-home-brands-at-firstcry-com-brainbees-solutions-pvt-ltd-3806599288?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=XXhrCz%2Bm9trZnQuKLWqwFw%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card
NxtWave - Associate - Business Development/Sales,NxtWave,"Surat, Gujarat, India",https://in.linkedin.com/jobs/view/nxtwave-associate-business-development-sales-at-nxtwave-3805351577?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=yuW2IOhvDiWUHu7FE6wQMA%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. osób migrujących - wyniki naboru,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-os%C3%B3b-migruj%C4%85cych-wyniki-naboru-at-zus-3803342240?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=fovc%2F4GBv4rSMIyxBIV30g%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card
Executive - Accounts Payable,GMR Hyderabad International Airport Ltd,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/executive-accounts-payable-at-gmr-hyderabad-international-airport-ltd-3802639473?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=v0htctpBLZEPC5ol9tgNqQ%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. kadrowo-płacowych (wyniki naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-kadrowo-p%C5%82acowych-wyniki-naboru-at-zus-3806536460?refId=RqNzfyTkp5pTSY4JgIA0wQ%3D%3D&trackingId=Eb1RNuDXc7KsmrCuVJCEkQ%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz - wyniki naboru,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-wyniki-naboru-at-zus-3803713082?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=HHjH8DJDHbwpnxPbimQgbQ%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card
Sales Engineer,Montek Tech Services Pvt Ltd.,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/sales-engineer-at-montek-tech-services-pvt-ltd-3802856662?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=nbH%2Bc3dAsf3U%2F7C%2BUZrVhg%3D%3D&position=2&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz (wynik naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-wynik-naboru-at-zus-3803324278?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=ANVAK7uSfuSn%2F1UPqCJPqA%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card
Assistant Manager - Real Estate - Hyderabad,Curefit - house of cult,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/assistant-manager-real-estate-hyderabad-at-curefit-house-of-cult-3802897882?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=72waD5OhzVTkNPqy%2FM2Piw%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card
"Data Entry Operator,Computer Typist",UR Infotech,"Vaishali, Bihar, India",https://in.linkedin.com/jobs/view/data-entry-operator-computer-typist-at-ur-infotech-3805121569?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=ndJ%2BE8OUq43PcJUW6ji95A%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card
Process Design & Excellence Team,Curefit - house of cult,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/process-design-excellence-team-at-curefit-house-of-cult-3802892064?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=vS%2Fqqer37ptJA%2FRVNQ2wJg%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji 15/2024,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-15-2024-at-zus-3806525707?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=NHR%2BTCzqQgMKg6BmL7K8Dw%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card
"Data Entry Operator,Computer Typist",UR Infotech,"Katihar, Bihar, India",https://in.linkedin.com/jobs/view/data-entry-operator-computer-typist-at-ur-infotech-3805350298?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=516fC05IEFDVJPBX4FlAWg%3D%3D&position=8&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. realizacji procesów świadczeniowych w systemach informatycznych (zastępstwo),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-realizacji-proces%C3%B3w-%C5%9Bwiadczeniowych-w-systemach-informatycznych-zast%C4%99pstwo-at-zus-3806532047?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=T%2BxmMeURUnmylMuSVNDy8A%3D%3D&position=9&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. realizacji procesów świadczeniowych w systemach informatycznych (zastępstwo),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-realizacji-proces%C3%B3w-%C5%9Bwiadczeniowych-w-systemach-informatycznych-zast%C4%99pstwo-at-zus-3806525738?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=UoFuZoR0wc1W6b5tC89yQw%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card
Head - Marketing - eCommerce,Tradologie,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/head-marketing-ecommerce-at-tradologie-3805348555?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=vBqgAk6hlWBi7G%2F%2FNrBtjg%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. poświadczeń,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-po%C5%9Bwiadcze%C5%84-at-zus-3803343317?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=6bL6EgmRta62%2B11VzqK7QQ%3D%3D&position=12&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"Bankura, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3806549780?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=1SZbNDQPd1Nk%2F%2Bir6x3fXw%3D%3D&position=13&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3806529809?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=n3o7oMN0Mzz6LVBj%2F2eKyw%3D%3D&position=14&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3806533592?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=z3nXXWbDi7dRFqxcmYx2qg%3D%3D&position=15&pageNum=6&trk=public_jobs_jserp-result_search-card
HTML Developer,FirstCry.com (BrainBees Solutions Pvt. Ltd.),India,https://in.linkedin.com/jobs/view/html-developer-at-firstcry-com-brainbees-solutions-pvt-ltd-3806599672?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=KIo8ULUD3bn7Pd9zSziIVQ%3D%3D&position=16&pageNum=6&trk=public_jobs_jserp-result_search-card
Regulatory Sciences & Affairs Professional,Meril,"Vapi, Gujarat, India",https://in.linkedin.com/jobs/view/regulatory-sciences-affairs-professional-at-meril-3806557620?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=yCrCNxzuMq3P61wcyxWddQ%3D%3D&position=17&pageNum=6&trk=public_jobs_jserp-result_search-card
"Assistant Manager – Data Analyst, Procurement",Unilever,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/assistant-manager-%E2%80%93-data-analyst-procurement-at-unilever-3803100356?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=icSASrXDbABUXhoMHXXj0w%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. kadrowo - płacowych,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-kadrowo-p%C5%82acowych-at-zus-3802720643?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=9H7WrIhIXVuPGwOsgzo24g%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card
Workshop Supervisor Oil Gas,Geeta Group of Companies,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/workshop-supervisor-oil-gas-at-geeta-group-of-companies-3805352632?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=8mAKbu314Q70aKsohwdb%2Fw%3D%3D&position=20&pageNum=6&trk=public_jobs_jserp-result_search-card
Junior Data Analyst (Freshers/Python/ SQL),Elite Met Solutions,"Nashik, Maharashtra, India",https://in.linkedin.com/jobs/view/junior-data-analyst-freshers-python-sql-at-elite-met-solutions-3806266794?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=njUBDQyKUKzoFCIHshXm7g%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. egzekucji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-egzekucji-at-zus-3803372769?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=VdSIUv1M3tx8Ql04uglTGA%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card
Junior Data Analyst (Freshers/Python/ SQL),Elite Met Solutions,"Howrah, West Bengal, India",https://in.linkedin.com/jobs/view/junior-data-analyst-freshers-python-sql-at-elite-met-solutions-3806265822?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=ZVnDs9OTqIOfmCkzjAD6cA%3D%3D&position=23&pageNum=6&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji (SER-3_ Pruszków)Z,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-ser-3-pruszk%C3%B3w-z-at-zus-3806525809?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=7jbw5%2Fwb3mfmKqB7n7R%2FEg%3D%3D&position=24&pageNum=6&trk=public_jobs_jserp-result_search-card
Senior Manager - Loyalty,Nykaa,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-manager-loyalty-at-nykaa-3802061046?refId=R%2FzuCkQY4nrRJtfYCBKpcQ%3D%3D&trackingId=FbG4GxP%2B6RKXcCTRiybYww%3D%3D&position=25&pageNum=6&trk=public_jobs_jserp-result_search-card
Software Development Interns (Freshers/Juniors),MAYA,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-development-interns-freshers-juniors-at-maya-3799631446?refId=%2BGQftR1WrVFhD5NTyBXdTw%3D%3D&trackingId=BasBanLe7bNrWaC9rcfQ6g%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Developer,Unada Labs,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/python-developer-at-unada-labs-3805351129?refId=%2BGQftR1WrVFhD5NTyBXdTw%3D%3D&trackingId=NWFMOW26AOXqDE7TX8OsMw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Lead,Infosys,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/python-lead-at-infosys-3796923127?refId=%2BGQftR1WrVFhD5NTyBXdTw%3D%3D&trackingId=0J968u2jQKyHXtFpcCY%2FZw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Developer,Quantsapp,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/python-developer-at-quantsapp-3799620810?refId=%2BGQftR1WrVFhD5NTyBXdTw%3D%3D&trackingId=uunl%2BoXXADGOp6xIqX4Rew%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Nxtwave - Associate - Student Engagement,NxtWave,"Kolkata, West Bengal, India",https://in.linkedin.com/jobs/view/nxtwave-associate-student-engagement-at-nxtwave-3805353448?refId=%2BGQftR1WrVFhD5NTyBXdTw%3D%3D&trackingId=edK8caB4YqVtjJsJheD8Ow%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,BharatX,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-bharatx-3801784860?refId=%2BGQftR1WrVFhD5NTyBXdTw%3D%3D&trackingId=6UHm4qxnUKqFolTJJM6Uwg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Developer,Aviox Technologies Pvt. Ltd.,"Sahibzada Ajit Singh Nagar, Punjab, India",https://in.linkedin.com/jobs/view/python-developer-at-aviox-technologies-pvt-ltd-3799085825?refId=%2BGQftR1WrVFhD5NTyBXdTw%3D%3D&trackingId=CzsckeOo%2B8kkup37rkp%2F%2BQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
